Fallout 2 RE	Matched function	Line	Code
0x423c10	void compute_explosion_on_extras()	line 3751 in combat.c	sub_423C10(attack, 0, isGrenade, 0);
0x423c10	void compute_explosion_on_extras()	line 3754 in combat.c	sub_423C10(attack, 1, isGrenade, 0);
0x423c10	void compute_explosion_on_extras()	line 3765 in combat.c	void sub_423C10(Attack* attack, int a2, int a3, int a4)
0x479180	void item_w_grenade_dmg_radius()	line 3808 in combat.c	if (a3 && sub_479180(attack->weapon) < v22) {
0x479188	void item_w_rocket_dmg_radius()	line 3810 in combat.c	} else if (a3 || sub_479188(attack->weapon) >= v22) {
0x48b848	GameObject* obj_blocking_at(GameObject* object, DWORD tile, DWORD elevation)	line 3825 in combat.c	Object* v11 = sub_48B848(attacker, v5, attack->attacker->elevation);
0x426cc4	void combat_is_shot_blocked()	line 3830 in combat.c	&& !sub_426CC4(v11, v11->tile, tile, NULL, NULL)) {
0x42e6ac	void critter_flag_check()	line 3865 in combat.c	if (defender != NULL && sub_42E6AC(defender->pid, 1024)) {
0x424088	void attackFindInvalidFlags()	line 3942 in combat.c	int flags = sub_424088(defender, weapon);
0x424088	void attackFindInvalidFlags()	line 3949 in combat.c	int sub_424088(Object* critter, Object* item)
0x42e6ac	void critter_flag_check()	line 3953 in combat.c	if (critter != NULL && (critter->pid >> 24) == OBJ_TYPE_CRITTER && sub_42E6AC(critter->pid, 64)) {
0x42e6ac	void critter_flag_check()	line 3969 in combat.c	if (attack->attacker != NULL && sub_42E6AC(attack->attacker->pid, 1024)) {
0x424088	void attackFindInvalidFlags()	line 4008 in combat.c	int v17 = sub_424088(attack->attacker, attack->weapon);
0x42b868	void combat_ai_random_target()	line 4050 in combat.c	attack->defender = sub_42B868(attack);
0x42436c	DWORD determine_to_hit(GameObject* source, GameObject* target, DWORD bodyPart, DWORD hitMode)	line 4071 in combat.c	int sub_42436C(Object* a1, Object* a2, int hitLocation, int hitMode)
0x424380	void determine_to_hit_no_range()	line 4077 in combat.c	int sub_424380(Object* a1, Object* a2, int hitLocation, int hitMode, unsigned char* a5)
0x424394	void determine_to_hit_from_tile()	line 4083 in combat.c	int sub_424394(Object* a1, int tile, Object* a3, int hitLocation, int hitMode)
0x478370	void item_w_skill_level()	line 4105 in combat.c	accuracy = sub_478370(attacker, hitMode);
0x426cc4	void combat_is_shot_blocked()	line 4171 in combat.c	sub_426CC4(attacker, tile, defender->tile, defender, &modifier);
0x42e6ac	void critter_flag_check()	line 4401 in combat.c	&& sub_42E6AC(critter->pid, 0x4000) == 0) {
0x424ee8	void check_for_death(GameObject* critter, DWORD amountDamage, DWORD* flags)	line 4429 in combat.c	sub_424EE8(attack->attacker, attack->attackerDamage, &(attack->attackerFlags));
0x424ee8	void check_for_death(GameObject* critter, DWORD amountDamage, DWORD* flags)	line 4430 in combat.c	sub_424EE8(attack->defender, attack->defenderDamage, &(attack->defenderFlags));
0x424ee8	void check_for_death(GameObject* critter, DWORD amountDamage, DWORD* flags)	line 4433 in combat.c	sub_424EE8(attack->extras[index], attack->extrasDamage[index], &(attack->extrasFlags[index]));
0x424c04	void apply_damage()	line 4438 in combat.c	void sub_424C04(Attack* attack, bool animated)
0x424f2c	void set_new_results()	line 4445 in combat.c	sub_424F2C(attacker, attack->attackerFlags);
0x425020	void damage_object()	line 4447 in combat.c	sub_425020(attacker, attack->attackerDamage, animated, attack->defender == attack->oops, attacker);
0x42bc60	void combatai_notify_onlookers()	line 4452 in combat.c	sub_42BC60(v7);
0x424f2c	void set_new_results()	line 4472 in combat.c	sub_424F2C(defender, attack->defenderFlags);
0x42e4c0	void critter_set_who_hit_me()	line 4478 in combat.c	sub_42E4C0(defender, attack->attacker);
0x42b9d4	void combatai_check_retaliation()	line 4481 in combat.c	sub_42B9D4(defender, attack->attacker);
0x425020	void damage_object()	line 4487 in combat.c	sub_425020(defender, attack->defenderDamage, animated, attack->defender != attack->oops, attacker);
0x42bc60	void combatai_notify_onlookers()	line 4490 in combat.c	sub_42BC60(defender);
0x424f2c	void set_new_results()	line 4503 in combat.c	sub_424F2C(obj, attack->extrasFlags[index]);
0x42e4c0	void critter_set_who_hit_me()	line 4507 in combat.c	sub_42E4C0(obj, attack->attacker);
0x42b9d4	void combatai_check_retaliation()	line 4509 in combat.c	sub_42B9D4(obj, attack->attacker);
0x425020	void damage_object()	line 4515 in combat.c	sub_425020(obj, attack->extrasDamage[index], animated, attack->defender == attack->oops, attack->attacker);
0x42bc60	void combatai_notify_onlookers()	line 4516 in combat.c	sub_42BC60(obj);
0x424ee8	void check_for_death(GameObject* critter, DWORD amountDamage, DWORD* flags)	line 4530 in combat.c	void sub_424EE8(Object* object, int damage, int* flags)
0x42e6ac	void critter_flag_check()	line 4532 in combat.c	if (object == NULL || !sub_42E6AC(object->pid, 0x0400)) {
0x424f2c	void set_new_results()	line 4544 in combat.c	void sub_424F2C(Object* a1, int a2)
0x42e6ac	void critter_flag_check()	line 4554 in combat.c	if (sub_42E6AC(a1->pid, 0x0400)) {
0x45f4b4	void intface_get_item_states()	line 4574 in combat.c	sub_45F4B4(&v5, &v4);
0x45efec	void intface_update_items(DWORD animate, DWORD modeLeft, DWORD modeRight)	line 4575 in combat.c	sub_45EFEC(true, v5, v4);
0x425020	void damage_object()	line 4582 in combat.c	void sub_425020(Object* a1, int damage, bool animated, int a4, Object* a5)
0x42e6ac	void critter_flag_check()	line 4592 in combat.c	if (sub_42E6AC(a1->pid, 1024)) {
0x477770	void item_destroy_all_hidden()	line 4619 in combat.c	sub_477770(a1);
0x425170	void combat_display()	line 4649 in combat.c	void sub_425170(Attack* attack)
0x425e3c	void combat_anim_begin()	line 5084 in combat.c	void sub_425E3C()
0x426bc0	void combat_outline_off()	line 5090 in combat.c	sub_426BC0();
0x425e80	void combat_anim_finished()	line 5096 in combat.c	void sub_425E80()
0x45f838	void intface_update_ammo_lights()	line 5117 in combat.c	sub_45F838();
0x425170	void combat_display()	line 5123 in combat.c	sub_425170(&stru_56D2B0);
0x424c04	void apply_damage()	line 5127 in combat.c	sub_424C04(&stru_56D2B0, true);
0x426aa8	void combat_outline_on()	line 5131 in combat.c	sub_426AA8();
0x4a6efc	void scr_end_combat()	line 5134 in combat.c	if (sub_4A6EFC()) {
0x425fbc	void combat_standup()	line 5148 in combat.c	sub_425FBC(attacker);
0x425fbc	void combat_standup()	line 5155 in combat.c	void sub_425FBC(Object* a1)
0x418574	void dude_standup()	line 5174 in combat.c	sub_418574(a1);
0x4227dc	void combat_turn_run()	line 5177 in combat.c	sub_4227DC();
0x42603c	void print_tohit()	line 5183 in combat.c	void sub_42603C(unsigned char* dest, int destPitch, int accuracy)
0x419998	void art_alias_num()	line 5207 in combat.c	messageListItem.num = 1000 + 10 * sub_419998(critter->fid & 0xFFF) + hitLocation;
0x4261b4	void draw_loc_off()	line 5216 in combat.c	void sub_4261B4(int a1, int a2)
0x451970	void gsound_red_butt_press()	line 5304 in combat.c	buttonSetCallbacks(btn, sub_451970, sub_451978);
0x42436c	DWORD determine_to_hit(GameObject* source, GameObject* target, DWORD bodyPart, DWORD hitMode)	line 5314 in combat.c	probability = sub_42436C(gDude, critter, dword_51803C[index], hitMode);
0x42603c	void print_tohit()	line 5315 in combat.c	sub_42603C(windowBuffer + CALLED_SHOW_WINDOW_WIDTH * (dword_51802C[index] - 86) + 33, CALLED_SHOW_WINDOW_WIDTH, probability);
0x42436c	DWORD determine_to_hit(GameObject* source, GameObject* target, DWORD bodyPart, DWORD hitMode)	line 5321 in combat.c	probability = sub_42436C(gDude, critter, dword_51804C[index], hitMode);
0x42603c	void print_tohit()	line 5322 in combat.c	sub_42603C(windowBuffer + CALLED_SHOW_WINDOW_WIDTH * (dword_51802C[index] - 86) + 453, CALLED_SHOW_WINDOW_WIDTH, probability);
0x44b48c	void gmouse_disable()	line 5336 in combat.c	sub_44B48C(0);
0x4c8b78	DWORD get_input()	line 5341 in combat.c	eventCode = sub_4C8B78();
0x44b454	void gmouse_enable()	line 5356 in combat.c	sub_44B454();
0x426614	void combat_check_bad_shot()	line 5381 in combat.c	int sub_426614(Object* attacker, Object* defender, int hitMode, bool aiming)
0x478b24	DWORD item_w_mp_cost(GameObject* source, DWORD hitMode, DWORD isCalled)	line 5407 in combat.c	if (sub_478B24(attacker, hitMode, aiming) > attacker->data.critter.combat.ap) {
0x478a1c	DWORD item_w_range(GameObject* critter, DWORD hitMode)	line 5411 in combat.c	if (sub_478A1C(attacker, hitMode) < range) {
0x478a1c	DWORD item_w_range(GameObject* critter, DWORD hitMode)	line 5425 in combat.c	|| sub_478A1C(attacker, hitMode) > 1) {
0x426cc4	void combat_is_shot_blocked()	line 5426 in combat.c	if (sub_426CC4(attacker, attacker->tile, tile, defender, NULL)) {
0x426744	void combat_to_hit()	line 5435 in combat.c	bool sub_426744(Object* target, int* accuracy)
0x426614	void combat_check_bad_shot()	line 5443 in combat.c	if (sub_426614(gDude, target, hitMode, aiming) != 0) {
0x4267cc	void combat_attack_this()	line 5453 in combat.c	void sub_4267CC(Object* a1)
0x426614	void combat_check_bad_shot()	line 5474 in combat.c	int rc = sub_426614(gDude, a1, hitMode, aiming);
0x478b24	DWORD item_w_mp_cost(GameObject* source, DWORD hitMode, DWORD isCalled)	line 5496 in combat.c	int actionPointsRequired = sub_478B24(gDude, hitMode, aiming);
0x422d2c	void combat()	line 5533 in combat.c	sub_422D2C(&stru);
0x422f3c	void combat_attack()	line 5538 in combat.c	sub_422F3C(gDude, a1, hitMode, HIT_LOCATION_UNCALLED);
0x422f3c	void combat_attack()	line 5548 in combat.c	sub_422F3C(gDude, a1, hitMode, hitLocation);
0x426aa8	void combat_outline_on()	line 5555 in combat.c	void sub_426AA8()
0x421d50	void combat_update_critter_outline_for_los()	line 5569 in combat.c	sub_421D50(off_56D390[index], 1);
0x421d50	void combat_update_critter_outline_for_los()	line 5577 in combat.c	sub_421D50(critter, 1);
0x421d50	void combat_update_critter_outline_for_los()	line 5587 in combat.c	sub_421D50(off_56D390[index], 1);
0x426bc0	void combat_outline_off()	line 5594 in combat.c	void sub_426BC0()
0x426c64	void combat_highlight_change()	line 5619 in combat.c	void sub_426C64()
0x426aa8	void combat_outline_on()	line 5626 in combat.c	sub_426AA8();
0x426bc0	void combat_outline_off()	line 5629 in combat.c	sub_426BC0();
0x426cc4	void combat_is_shot_blocked()	line 5639 in combat.c	bool sub_426CC4(Object* a1, int from, int to, Object* a4, int* a5)
0x4163c8	DWORD make_straight_path_func(GameObject* objFrom, DWORD tileFrom, DWORD tileTo, void* arrayPtr, DWORD* outObject, DWORD flags, void* blockingFunc)	line 5648 in combat.c	sub_4163C8(a1, current, to, 0, &v9, 32, sub_48B930);
0x426d94	void combat_player_knocked_out_by()	line 5681 in combat.c	int sub_426D94()
0x426db8	void combat_explode_scenery()	line 5695 in combat.c	int sub_426DB8(Object* a1, Object* a2)
0x4a6f70	void scr_explode_scenery()	line 5697 in combat.c	sub_4A6F70(a1, a1->tile, sub_479188(NULL), a1->elevation);
0x426ddc	void combat_delete_critter()	line 5702 in combat.c	void sub_426DDC(Object* obj)
0x421850	void combatCopyAIInfo()	line 5726 in combat.c	sub_421850(i + 1, i);
0x42bd28	void combatai_delete_critter()	line 5746 in combat.c	sub_42BD28(obj);
0x426ec4	void combatKillCritterOutsideCombat()	line 5750 in combat.c	void sub_426EC4(Object* critter_obj, char* msg)
0x426f00	void parse_hurt_str()	line 194 in combat_ai.c	void sub_426F00(char* str, int* valuePtr)
0x426fa4	void cai_match_str_to_list()	line 233 in combat_ai.c	int sub_426FA4(const char* str, const char** list, int count, int* valuePtr)
0x426f00	void parse_hurt_str()	line 306 in combat_ai.c	sub_426F00(stringValue, &(ai->hurt_too_much));
0x426fa4	void cai_match_str_to_list()	line 343 in combat_ai.c	sub_426FA4(stringValue, gAreaAttackModeKeys, AREA_ATTACK_MODE_COUNT, &(ai->area_attack_mode));
0x426fa4	void cai_match_str_to_list()	line 349 in combat_ai.c	sub_426FA4(stringValue, gRunAwayModeKeys, RUN_AWAY_MODE_COUNT, &(ai->run_away_mode));
0x426fa4	void cai_match_str_to_list()	line 357 in combat_ai.c	sub_426FA4(stringValue, gBestWeaponKeys, BEST_WEAPON_COUNT, &(ai->best_weapon));
0x426fa4	void cai_match_str_to_list()	line 361 in combat_ai.c	sub_426FA4(stringValue, gDistanceModeKeys, DISTANCE_COUNT, &(ai->distance));
0x426fa4	void cai_match_str_to_list()	line 365 in combat_ai.c	sub_426FA4(stringValue, gAttackWhoKeys, ATTACK_WHO_COUNT, &(ai->attack_who));
0x426fa4	void cai_match_str_to_list()	line 369 in combat_ai.c	sub_426FA4(stringValue, gChemUseKeys, CHEM_USE_COUNT, &(ai->chem_use));
0x426fa4	void cai_match_str_to_list()	line 375 in combat_ai.c	sub_426FA4(stringValue, gDispositionKeys, DISPOSITION_COUNT, &(ai->disposition));
0x428398	DWORD ai_magic_hands(GameObject* source, GameObject* object, DWORD msgNumber)	line 798 in combat_ai.c	int sub_428398(Object* critter, Object* item, int num)
0x4227dc	void combat_turn_run()	line 806 in combat_ai.c	sub_4227DC();
0x428480	void ai_check_drugs()	line 833 in combat_ai.c	int sub_428480(Object* critter)
0x42196c	void combatAIInfoGetLastItem()	line 842 in combat_ai.c	Object* v3 = sub_42196C(critter);
0x472698	GameObject* inven_find_type(GameObject* critter, DWORD itemType, DWORD* slot)	line 884 in combat_ai.c	Object* drug = sub_472698(critter, ITEM_TYPE_DRUG, &token);
0x479f60	DWORD item_d_take_drug(GameObject* source, GameObject* item)	line 893 in combat_ai.c	if (sub_479F60(critter, drug) == -1) {
0x428398	DWORD ai_magic_hands(GameObject* source, GameObject* object, DWORD msgNumber)	line 896 in combat_ai.c	sub_428398(critter, drug, 5000);
0x489ec4	DWORD obj_connect(GameObject* object, DWORD tile, DWORD elevation, RECT* rect)	line 897 in combat_ai.c	sub_489EC4(drug, critter->tile, critter->elevation, NULL);
0x49b9a0	DWORD obj_destroy(GameObject* object)	line 898 in combat_ai.c	sub_49B9A0(drug);
0x472698	GameObject* inven_find_type(GameObject* critter, DWORD itemType, DWORD* slot)	line 914 in combat_ai.c	Object* drug = sub_472698(critter, ITEM_TYPE_DRUG, &token);
0x479f60	DWORD item_d_take_drug(GameObject* source, GameObject* item)	line 931 in combat_ai.c	if (sub_479F60(critter, drug) == -1) {
0x428398	DWORD ai_magic_hands(GameObject* source, GameObject* object, DWORD msgNumber)	line 934 in combat_ai.c	sub_428398(critter, drug, 5000);
0x489ec4	DWORD obj_connect(GameObject* object, DWORD tile, DWORD elevation, RECT* rect)	line 935 in combat_ai.c	sub_489EC4(drug, critter->tile, critter->elevation, NULL);
0x49b9a0	DWORD obj_destroy(GameObject* object)	line 936 in combat_ai.c	sub_49B9A0(drug);
0x429c18	GameObject* ai_search_environ(GameObject* critter, DWORD itemType)	line 959 in combat_ai.c	v3 = sub_429C18(critter, ITEM_TYPE_DRUG);
0x429d60	GameObject* ai_retrieve_object(GameObject* critter, GameObject* item)	line 963 in combat_ai.c	v3 = sub_429D60(critter, v3);
0x429c18	GameObject* ai_search_environ(GameObject* critter, DWORD itemType)	line 965 in combat_ai.c	Object* v22 = sub_429C18(critter, ITEM_TYPE_MISC);
0x429d60	GameObject* ai_retrieve_object(GameObject* critter, GameObject* item)	line 967 in combat_ai.c	v3 = sub_429D60(critter, v22);
0x479f60	DWORD item_d_take_drug(GameObject* source, GameObject* item)	line 972 in combat_ai.c	if (sub_479F60(critter, v3) == -1) {
0x428398	DWORD ai_magic_hands(GameObject* source, GameObject* object, DWORD msgNumber)	line 975 in combat_ai.c	sub_428398(critter, v3, 5000);
0x489ec4	DWORD obj_connect(GameObject* object, DWORD tile, DWORD elevation, RECT* rect)	line 976 in combat_ai.c	sub_489EC4(v3, critter->tile, critter->elevation, NULL);
0x49b9a0	DWORD obj_destroy(GameObject* object)	line 977 in combat_ai.c	sub_49B9A0(v3);
0x428868	void ai_run_away()	line 995 in combat_ai.c	void sub_428868(Object* a1, Object* a2)
0x415ee8	void make_path()	line 1014 in combat_ai.c	if (sub_415EE8(a1, a1->tile, destination, NULL, 1) > 0) {
0x415ee8	void make_path()	line 1019 in combat_ai.c	if (sub_415EE8(a1, a1->tile, destination, NULL, 1) > 0) {
0x415ee8	void make_path()	line 1024 in combat_ai.c	if (sub_415EE8(a1, a1->tile, destination, NULL, 1) > 0) {
0x42b634	void combatai_msg()	line 1031 in combat_ai.c	sub_42B634(a1, NULL, AI_MESSAGE_TYPE_RUN, 0);
0x4227dc	void combat_turn_run()	line 1034 in combat_ai.c	sub_4227DC();
0x42899c	void ai_move_away()	line 1043 in combat_ai.c	int sub_42899C(Object* a1, Object* a2, int a3)
0x415ee8	void make_path()	line 1061 in combat_ai.c	if (sub_415EE8(a1, a1->tile, destination, NULL, 1) > 0) {
0x415ee8	void make_path()	line 1066 in combat_ai.c	if (sub_415EE8(a1, a1->tile, destination, NULL, 1) > 0) {
0x415ee8	void make_path()	line 1071 in combat_ai.c	if (sub_415EE8(a1, a1->tile, destination, NULL, 1) > 0) {
0x4227dc	void combat_turn_run()	line 1080 in combat_ai.c	sub_4227DC();
0x428ac4	void ai_find_friend()	line 1089 in combat_ai.c	bool sub_428AC4(Object* a1, int a2, int a3)
0x428c3c	void ai_find_nearest_team()	line 1091 in combat_ai.c	Object* v1 = sub_428C3C(a1, a1, 1);
0x429fc8	void ai_move_steps_closer()	line 1103 in combat_ai.c	sub_429FC8(a1, v1, v2, 0);
0x428b1c	void compare_nearer()	line 1112 in combat_ai.c	int sub_428B1C(const void* a1, const void* a2)
0x428b8c	void compare_strength()	line 1143 in combat_ai.c	int sub_428B8C(const void* p1, const void* p2)
0x42b90c	void combatai_rating()	line 1160 in combat_ai.c	int v3 = sub_42B90C(a1);
0x42b90c	void combatai_rating()	line 1161 in combat_ai.c	int v5 = sub_42B90C(a2);
0x428be4	void compare_weakness()	line 1177 in combat_ai.c	int sub_428BE4(const void* p1, const void* p2)
0x42b90c	void combatai_rating()	line 1194 in combat_ai.c	int v3 = sub_42B90C(a1);
0x42b90c	void combatai_rating()	line 1195 in combat_ai.c	int v5 = sub_42B90C(a2);
0x428c3c	void ai_find_nearest_team()	line 1209 in combat_ai.c	Object* sub_428C3C(Object* a1, Object* a2, int a3)
0x428cf4	void ai_find_nearest_team_in_combat()	line 1236 in combat_ai.c	Object* sub_428CF4(Object* a1, Object* a2, int a3)
0x428db0	void ai_find_attackers()	line 1267 in combat_ai.c	int sub_428DB0(Object* a1, Object** a2, Object** a3, Object** a4)
0x428f4c	void ai_danger_source()	line 1330 in combat_ai.c	Object* sub_428F4C(Object* a1)
0x4218ec	void combatAIInfoGetLastTarget()	line 1362 in combat_ai.c	Object* candidate = sub_4218EC(gDude);
0x426614	void combat_check_bad_shot()	line 1368 in combat_ai.c	&& sub_426614(a1, candidate, HIT_MODE_RIGHT_WEAPON_PRIMARY, false) != 0) {
0x428c3c	void ai_find_nearest_team()	line 1402 in combat_ai.c	v14[0] = sub_428C3C(a1, whoHitMe, 1);
0x428db0	void ai_find_attackers()	line 1409 in combat_ai.c	sub_428DB0(a1, &(v14[1]), &(v14[2]), &(v14[3]));
0x426614	void combat_check_bad_shot()	line 1439 in combat_ai.c	|| sub_426614(a1, candidate, HIT_MODE_RIGHT_WEAPON_PRIMARY, false) == 0) {
0x4291c4	void caiSetupTeamCombat()	line 1450 in combat_ai.c	int sub_4291C4(Object* a1, Object* a2)
0x429210	void caiTeamCombatInit()	line 1469 in combat_ai.c	int sub_429210(Object** a1, int a2)
0x428c3c	void ai_find_nearest_team()	line 1500 in combat_ai.c	a1[i]->data.critter.combat.whoHitMe = sub_428C3C(a1[i], v8, 1);
0x4292c0	void caiTeamCombatExit()	line 1510 in combat_ai.c	void sub_4292C0()
0x4292d4	DWORD ai_have_ammo(GameObject* critter, GameObject* item, GameObject** outAmmo)	line 1517 in combat_ai.c	int sub_4292D4(Object* critter_obj, Object* weapon_obj, Object** out_ammo_obj)
0x472698	GameObject* inven_find_type(GameObject* critter, DWORD itemType, DWORD* slot)	line 1533 in combat_ai.c	ammo_obj = sub_472698(critter_obj, 4, &v9);
0x478a1c	DWORD item_w_range(GameObject* critter, DWORD hitMode)	line 1546 in combat_ai.c	if (sub_478A1C(critter_obj, 2) < 3) {
0x472a54	DWORD inven_unwield(GameObject* critter, DWORD slot)	line 1547 in combat_ai.c	sub_472A54(critter_obj, 1);
0x472a54	DWORD inven_unwield(GameObject* critter, DWORD slot)	line 1550 in combat_ai.c	sub_472A54(critter_obj, 1);
0x42938c	void caiHasWeapPrefType()	line 1558 in combat_ai.c	bool sub_42938C(AiPacket* ai, int attackType)
0x4293bc	GameObject* ai_best_weapon(GameObject* source, GameObject* prevItem, GameObject* checkItem, GameObject* target)	line 1572 in combat_ai.c	Object* sub_4293BC(Object* attacker, Object* weapon1, Object* weapon2, Object* defender)
0x47910c	void item_w_area_damage_radius()	line 1613 in combat_ai.c	if (sub_47910C(weapon1, HIT_MODE_RIGHT_WEAPON_PRIMARY) > 0 && defender != NULL) {
0x423c10	void compute_explosion_on_extras()	line 1615 in combat_ai.c	sub_423C10(&attack, 0, sub_4790E8(weapon1), 1);
0x4213e8	void combat_safety_invalidate_weapon()	line 1626 in combat_ai.c	if (sub_4213E8(attacker, weapon1, HIT_MODE_RIGHT_WEAPON_PRIMARY, defender, NULL)) {
0x478a1c	DWORD item_w_range(GameObject* critter, DWORD hitMode)	line 1636 in combat_ai.c	if (sub_478A1C(attacker, HIT_MODE_PUNCH) >= distance) {
0x47910c	void item_w_area_damage_radius()	line 1657 in combat_ai.c	if (sub_47910C(weapon2, HIT_MODE_RIGHT_WEAPON_PRIMARY) > 0 && defender != NULL) {
0x423c10	void compute_explosion_on_extras()	line 1659 in combat_ai.c	sub_423C10(&attack, 0, sub_4790E8(weapon2), 1);
0x4213e8	void combat_safety_invalidate_weapon()	line 1668 in combat_ai.c	if (sub_4213E8(attacker, weapon2, HIT_MODE_RIGHT_WEAPON_PRIMARY, defender, NULL)) {
0x478a1c	DWORD item_w_range(GameObject* critter, DWORD hitMode)	line 1681 in combat_ai.c	if (sub_478A1C(attacker, HIT_MODE_PUNCH) >= distance) {
0x4298ec	bool ai_can_use_weapon(GameObject* critter, GameObject* item, DWORD hitMode)	line 1724 in combat_ai.c	bool sub_4298EC(Object* critter, Object* weapon, int hitMode)
0x42938c	void caiHasWeapPrefType()	line 1750 in combat_ai.c	return sub_42938C(ai, attackType) != 0;
0x4299a0	GameObject* ai_search_inven_weap(GameObject* source, DWORD apCheck, GameObject* target)	line 1754 in combat_ai.c	Object* sub_4299A0(Object* critter, int a2, Object* a3)
0x472698	GameObject* inven_find_type(GameObject* critter, DWORD itemType, DWORD* slot)	line 1767 in combat_ai.c	Object* weapon = sub_472698(critter, ITEM_TYPE_WEAPON, &token);
0x4298ec	bool ai_can_use_weapon(GameObject* critter, GameObject* item, DWORD hitMode)	line 1782 in combat_ai.c	if (!sub_4298EC(critter, weapon, HIT_MODE_RIGHT_WEAPON_PRIMARY)) {
0x4292d4	DWORD ai_have_ammo(GameObject* critter, GameObject* item, GameObject** outAmmo)	line 1788 in combat_ai.c	if (!sub_4292D4(critter, weapon, NULL)) {
0x4293bc	GameObject* ai_best_weapon(GameObject* source, GameObject* prevItem, GameObject* checkItem, GameObject* target)	line 1794 in combat_ai.c	bestWeapon = sub_4293BC(critter, bestWeapon, weapon, a3);
0x429a6c	void ai_search_inven_armor()	line 1803 in combat_ai.c	Object* sub_429A6C(Object* critter)
0x472698	GameObject* inven_find_type(GameObject* critter, DWORD itemType, DWORD* slot)	line 1828 in combat_ai.c	Object* candidate = sub_472698(critter, ITEM_TYPE_ARMOR, &v15);
0x429c18	GameObject* ai_search_environ(GameObject* critter, DWORD itemType)	line 1908 in combat_ai.c	Object* sub_429C18(Object* critter, int itemType)
0x4298ec	bool ai_can_use_weapon(GameObject* critter, GameObject* item, DWORD hitMode)	line 1938 in combat_ai.c	if (sub_4298EC(critter, item, HIT_MODE_RIGHT_WEAPON_PRIMARY)) {
0x429d60	GameObject* ai_retrieve_object(GameObject* critter, GameObject* item)	line 1967 in combat_ai.c	Object* sub_429D60(Object* a1, Object* a2)
0x4227dc	void combat_turn_run()	line 1973 in combat_ai.c	sub_4227DC();
0x4726ec	void inven_find_id()	line 1975 in combat_ai.c	Object* v3 = sub_4726EC(a1, a2->id);
0x421998	void combatAIInfoSetLastItem()	line 1982 in combat_ai.c	sub_421998(v3, a2);
0x429db4	DWORD ai_pick_hit_mode(GameObject* source, GameObject* item, GameObject* target)	line 1988 in combat_ai.c	int sub_429DB4(Object* a1, Object* a2, Object* a3)
0x4298ec	bool ai_can_use_weapon(GameObject* critter, GameObject* item, DWORD hitMode)	line 2000 in combat_ai.c	if (attackType == ATTACK_TYPE_NONE || !sub_4298EC(a1, a2, HIT_MODE_RIGHT_WEAPON_SECONDARY)) {
0x42436c	DWORD determine_to_hit(GameObject* source, GameObject* target, DWORD bodyPart, DWORD hitMode)	line 2022 in combat_ai.c	if (sub_42436C(a1, a3, HIT_LOCATION_TORSO, HIT_MODE_RIGHT_WEAPON_SECONDARY) >= 85
0x4213e8	void combat_safety_invalidate_weapon()	line 2023 in combat_ai.c	&& !sub_4213E8(a1, a2, 3, a3, 0)) {
0x42436c	DWORD determine_to_hit(GameObject* source, GameObject* target, DWORD bodyPart, DWORD hitMode)	line 2028 in combat_ai.c	if (sub_42436C(a1, a3, HIT_LOCATION_TORSO, HIT_MODE_RIGHT_WEAPON_SECONDARY) >= 50
0x4213e8	void combat_safety_invalidate_weapon()	line 2029 in combat_ai.c	&& !sub_4213E8(a1, a2, 3, a3, 0)) {
0x42436c	DWORD determine_to_hit(GameObject* source, GameObject* target, DWORD bodyPart, DWORD hitMode)	line 2034 in combat_ai.c	if (sub_42436C(a1, a3, HIT_LOCATION_TORSO, HIT_MODE_RIGHT_WEAPON_SECONDARY) >= 95
0x4213e8	void combat_safety_invalidate_weapon()	line 2035 in combat_ai.c	&& !sub_4213E8(a1, a2, 3, a3, 0)) {
0x42938c	void caiHasWeapPrefType()	line 2049 in combat_ai.c	if (!sub_42938C(ai, attackType)) {
0x4299a0	GameObject* ai_search_inven_weap(GameObject* source, DWORD apCheck, GameObject* target)	line 2056 in combat_ai.c	|| sub_4299A0(a1, 0, a3) != NULL
0x429fc8	void ai_move_steps_closer()	line 2066 in combat_ai.c	int sub_429FC8(Object* a1, Object* a2, int actionPoints, int a4)
0x42b634	void combatai_msg()	line 2093 in combat_ai.c	sub_42B634(a1, NULL, AI_MESSAGE_TYPE_MOVE, 0);
0x42a1d4	void cai_retargetTileFromFriendlyFire()	line 2131 in combat_ai.c	sub_42A1D4(a1, a2, &tile);
0x4227dc	void combat_turn_run()	line 2152 in combat_ai.c	sub_4227DC();
0x42a1d4	void cai_retargetTileFromFriendlyFire()	line 2158 in combat_ai.c	int sub_42A1D4(Object* a1, Object* a2, int* a3)
0x42b90c	void combatai_rating()	line 2186 in combat_ai.c	v1.field_330 = sub_42B90C(a1);
0x4218ec	void combatAIInfoGetLastTarget()	line 2201 in combat_ai.c	&& sub_4218EC(obj) == v1.field_4
0x42b90c	void combatai_rating()	line 2203 in combat_ai.c	int v10 = sub_42B90C(obj);
0x42a410	void cai_retargetTileFromFriendlyFireSubFunc()	line 2216 in combat_ai.c	if (sub_42A410(&v1, *a3) == 0) {
0x48b848	GameObject* obj_blocking_at(GameObject* object, DWORD tile, DWORD elevation)	line 2226 in combat_ai.c	if (sub_48B848(NULL, tile, a1->elevation) == 0) {
0x42a410	void cai_retargetTileFromFriendlyFireSubFunc()	line 2244 in combat_ai.c	int sub_42A410(STRUCT_832* a1, int tile)
